# ID, Campaign, Class, Class Probs (DSCUT, EA, EB, GDOR, Noise, OTHPER, RRab), Anomaly Score
205453988,2, Noise,0.002397,0.019349,0.003736,0.018529,0.595875,0.360040,0.000074,0.020408
205454164,2,OTHPER,0.000000,0.006850,0.002031,0.000939,0.022227,0.965029,0.002924,0.016949
205454412,2, Noise,0.000195,0.004470,0.000000,0.003420,0.601193,0.390722,0.000000,0.000000
205454438,2,OTHPER,0.000270,0.005658,0.001098,0.112320,0.034380,0.846208,0.000067,0.013514
205454733,2,OTHPER,0.001459,0.001091,0.003469,0.060455,0.114968,0.818493,0.000067,0.052632
205455280,2, Noise,0.000000,0.000000,0.000000,0.000000,0.927503,0.072497,0.000000,0.013514
205456016,2, Noise,0.000319,0.004590,0.000013,0.000177,0.908469,0.086433,0.000000,0.013514
205456435,2, Noise,0.002047,0.072228,0.001405,0.022717,0.568175,0.333429,0.000000,0.045296
205456628,2, Noise,0.000052,0.000796,0.000000,0.000708,0.792815,0.205628,0.000000,0.006711
205456757,2, Noise,0.003923,0.020559,0.005679,0.005852,0.497063,0.466521,0.000404,0.003344
205456788,2,OTHPER,0.000849,0.073893,0.006434,0.006423,0.239562,0.671419,0.001419,0.023891
205456956,2, Noise,0.000278,0.004068,0.000133,0.000067,0.976066,0.019332,0.000056,0.010101
205456999,2,OTHPER,0.001657,0.002473,0.000833,0.048218,0.215295,0.731181,0.000343,0.027397
205457342,2, Noise,0.000225,0.072949,0.001094,0.002596,0.651450,0.271686,0.000000,0.027397
205457507,2, Noise,0.004768,0.074046,0.003995,0.030896,0.624309,0.261556,0.000430,0.027397
205457839,2, Noise,0.000132,0.034512,0.000263,0.002253,0.704569,0.258160,0.000111,0.045296
205458200,2,OTHPER,0.000691,0.001564,0.000500,0.000784,0.370702,0.625637,0.000123,0.010101
205458224,2,OTHPER,0.001002,0.028607,0.009118,0.028095,0.361051,0.572027,0.000099,0.020408
205458337,2, Noise,0.021537,0.034867,0.003532,0.086276,0.449704,0.404085,0.000000,0.006711
205458722,2,OTHPER,0.000000,0.004499,0.000382,0.000457,0.402487,0.592175,0.000000,0.010101
205458900,2,OTHPER,0.002533,0.091603,0.023469,0.037462,0.197200,0.630230,0.017503,0.038062
205458924,2, Noise,0.000000,0.002051,0.000142,0.000604,0.787860,0.209344,0.000000,0.010101
205458929,2, Noise,0.000036,0.000046,0.000000,0.000685,0.892347,0.106885,0.000000,0.000000
205459244,2, Noise,0.002625,0.026917,0.015556,0.007837,0.669450,0.274821,0.002794,0.027397
205459408,2, Noise,0.000034,0.000281,0.000000,0.000571,0.812036,0.187079,0.000000,0.013514
205459544,2, Noise,0.003619,0.015418,0.000116,0.002442,0.708743,0.269662,0.000000,0.003344
205459798,2, Noise,0.000000,0.001475,0.000237,0.000141,0.650609,0.347539,0.000000,0.016949
205460041,2,OTHPER,0.000098,0.017353,0.000659,0.001480,0.446105,0.534244,0.000061,0.020408
205460171,2,OTHPER,0.000360,0.001590,0.001372,0.015048,0.250361,0.731270,0.000000,0.003344
205460249,2, Noise,0.001087,0.000550,0.000567,0.002338,0.632757,0.362701,0.000000,0.034483
205460252,2, Noise,0.000052,0.002190,0.000079,0.002691,0.761563,0.233426,0.000000,0.000000
205460603,2, Noise,0.002253,0.000685,0.000689,0.007796,0.572654,0.415923,0.000000,0.013514
205461550,2, Noise,0.005382,0.005049,0.004991,0.007475,0.632922,0.344183,0.000000,0.027397
205461654,2, Noise,0.000079,0.000092,0.000048,0.000000,0.864065,0.135716,0.000000,0.010101
205461839,2,OTHPER,0.000000,0.000871,0.000016,0.000239,0.310557,0.688317,0.000000,0.027397
205461889,2,OTHPER,0.007525,0.001669,0.000477,0.123083,0.229471,0.637774,0.000000,0.010101
205462610,2, Noise,0.000036,0.000218,0.000000,0.000870,0.909961,0.088915,0.000000,0.003344
205462661,2, Noise,0.001512,0.012908,0.002920,0.002035,0.829192,0.151328,0.000106,0.153846
205462695,2, Noise,0.000067,0.000000,0.000000,0.000172,0.886388,0.113373,0.000000,0.023891
205462728,2, Noise,0.001646,0.010709,0.002725,0.008634,0.742380,0.233906,0.000000,0.006711
205463059,2,OTHPER,0.000000,0.001061,0.000031,0.000760,0.398651,0.599497,0.000000,0.013514
205463076,2, Noise,0.000000,0.000078,0.000000,0.000329,0.716595,0.282998,0.000000,0.006711
205463292,2,OTHPER,0.000188,0.027914,0.000798,0.002838,0.384654,0.583607,0.000000,0.003344
205463296,2, Noise,0.000000,0.000000,0.000000,0.000000,0.971441,0.028559,0.000000,0.006711
205463683,2,OTHPER,0.000000,0.001148,0.000098,0.012114,0.203139,0.783501,0.000000,0.003344
205463688,2, Noise,0.000157,0.007779,0.000000,0.000590,0.828900,0.162573,0.000000,0.000000
205463729,2, Noise,0.000000,0.000144,0.000023,0.000036,0.872171,0.127565,0.000061,0.000000
205463857,2,OTHPER,0.000970,0.000244,0.001328,0.058051,0.096198,0.842896,0.000313,0.003344
205463956,2,OTHPER,0.000027,0.000507,0.000147,0.002146,0.274429,0.722744,0.000000,0.010101
205463986,2,    EA,0.000532,0.963051,0.023289,0.001349,0.004661,0.007117,0.000000,0.071429
205464344,2,OTHPER,0.000367,0.010663,0.002179,0.002921,0.385164,0.598706,0.000000,0.071429
205464932,2, Noise,0.001470,0.006240,0.000812,0.000789,0.776133,0.214556,0.000000,0.000000
205465014,2, Noise,0.000054,0.000173,0.000000,0.000049,0.889576,0.110148,0.000000,0.010101
205465639,2, Noise,0.000588,0.004544,0.000000,0.002099,0.708606,0.284163,0.000000,0.003344
205465931,2, Noise,0.000133,0.000481,0.000000,0.000049,0.920468,0.078868,0.000000,0.013514
205466112,2, Noise,0.000000,0.000000,0.000000,0.000000,0.977953,0.022047,0.000000,0.006711
205466419,2, Noise,0.000027,0.005696,0.000020,0.000853,0.850572,0.142833,0.000000,0.000000
205466447,2, Noise,0.000194,0.005217,0.003796,0.003787,0.540494,0.446512,0.000000,0.000000
205466592,2, Noise,0.000463,0.003664,0.000160,0.001839,0.845929,0.147946,0.000000,0.010101
205466941,2, Noise,0.016262,0.045902,0.007022,0.043117,0.609835,0.277007,0.000855,0.003344
205467712,2, Noise,0.001932,0.006964,0.000000,0.003571,0.754679,0.232854,0.000000,0.006711
205467732,2,OTHPER,0.003602,0.031104,0.045687,0.063972,0.009575,0.844903,0.001157,0.167315
205467768,2,OTHPER,0.000881,0.031985,0.001532,0.025269,0.209863,0.730470,0.000000,0.034483
205468535,2, Noise,0.000054,0.000131,0.000045,0.001809,0.658337,0.339136,0.000488,0.003344
205468949,2, Noise,0.002900,0.009022,0.000179,0.001430,0.805556,0.180914,0.000000,0.006711
205469068,2, Noise,0.007868,0.112869,0.003058,0.011670,0.671404,0.191809,0.001322,0.027397
205469201,2, Noise,0.010780,0.135388,0.000188,0.026605,0.597961,0.229019,0.000059,0.027397
205469221,2, Noise,0.000243,0.000000,0.000000,0.000493,0.829427,0.169837,0.000000,0.027397
205470049,2, Noise,0.000052,0.000377,0.000000,0.000165,0.773663,0.225610,0.000133,0.020408
205470116,2, Noise,0.000100,0.001708,0.000482,0.000167,0.923241,0.074170,0.000131,0.006711
205470347,2,OTHPER,0.000188,0.000723,0.000235,0.004510,0.327547,0.666432,0.000364,0.000000
205470372,2, Noise,0.000067,0.000036,0.000000,0.000067,0.904177,0.095654,0.000000,0.023891
205470445,2, Noise,0.000975,0.061820,0.018600,0.011858,0.545199,0.359015,0.002532,0.013514
205470830,2, Noise,0.000113,0.001668,0.000018,0.000388,0.688126,0.309688,0.000000,0.027397
205471020,2, Noise,0.006247,0.046833,0.000000,0.004739,0.735596,0.206584,0.000000,0.023891
205471038,2, Noise,0.000765,0.004972,0.000077,0.001613,0.686630,0.305877,0.000067,0.006711
205471638,2,OTHPER,0.000125,0.001408,0.000000,0.003632,0.037151,0.957685,0.000000,0.052632
205472182,2, Noise,0.001157,0.017532,0.002744,0.001719,0.829313,0.147285,0.000249,0.027397
205472195,2,OTHPER,0.000000,0.001932,0.000000,0.001270,0.283338,0.713460,0.000000,0.010101
205472291,2, Noise,0.000743,0.002689,0.000000,0.000702,0.877044,0.118822,0.000000,0.010101
205472539,2, Noise,0.000604,0.007797,0.000841,0.002664,0.581838,0.406255,0.000000,0.000000
205473034,2, Noise,0.000204,0.001436,0.000678,0.001391,0.733817,0.262475,0.000000,0.000000
205473114,2, Noise,0.000486,0.013008,0.006683,0.004299,0.551199,0.424325,0.000000,0.013514
205473225,2,OTHPER,0.000783,0.019272,0.001847,0.001509,0.474026,0.502508,0.000054,0.041667
205473362,2, Noise,0.003463,0.101859,0.002005,0.022410,0.550758,0.319505,0.000000,0.149425
205473448,2, Noise,0.000438,0.020989,0.001443,0.010036,0.658427,0.308667,0.000000,0.079137
205474120,2,OTHPER,0.000000,0.000393,0.000037,0.000954,0.230953,0.767663,0.000000,0.048951
205474653,2, Noise,0.000000,0.000067,0.000000,0.000000,0.950964,0.048969,0.000000,0.023891
205474818,2, Noise,0.000723,0.002255,0.000000,0.051838,0.552563,0.392621,0.000000,0.006711
205474832,2, Noise,0.002432,0.013001,0.002995,0.012517,0.595437,0.373432,0.000185,0.034483
205475294,2, Noise,0.000000,0.000777,0.000000,0.000340,0.613223,0.385659,0.000000,0.010101
205475398,2, Noise,0.315143,0.055801,0.035709,0.027099,0.342602,0.213969,0.009676,0.023891
205475554,2, Noise,0.001192,0.040634,0.000201,0.003303,0.752664,0.202006,0.000000,0.038062
205476057,2, Noise,0.000059,0.001209,0.000000,0.000270,0.761920,0.236542,0.000000,0.023891
205476083,2,OTHPER,0.000195,0.031824,0.007754,0.017046,0.364523,0.578471,0.000187,0.006711
205476368,2, Noise,0.000036,0.009027,0.000280,0.003095,0.674693,0.312869,0.000000,0.000000
205476571,2, Noise,0.000000,0.000650,0.000044,0.000096,0.897641,0.101569,0.000000,0.034483
205477029,2,OTHPER,0.000000,0.000547,0.000023,0.001689,0.042801,0.954891,0.000049,0.045296
205477423,2,OTHPER,0.000585,0.004964,0.000591,0.014535,0.026070,0.953256,0.000000,0.079137
205478082,2, Noise,0.000272,0.003967,0.000217,0.003410,0.605558,0.386576,0.000000,0.000000
205478258,2,OTHPER,0.000000,0.000965,0.000000,0.001677,0.017210,0.980148,0.000000,0.083032
205478368,2, Noise,0.000000,0.000000,0.000000,0.000000,0.917475,0.082525,0.000000,0.003344
205478549,2,OTHPER,0.007123,0.035935,0.010195,0.035804,0.366855,0.544087,0.000000,0.034483
205478634,2, Noise,0.001514,0.008341,0.000069,0.004327,0.601341,0.384410,0.000000,0.000000
205478666,2, Noise,0.006633,0.089903,0.007772,0.056459,0.594106,0.242634,0.002492,0.006711
205479502,2, Noise,0.000443,0.013894,0.000000,0.000843,0.747494,0.237326,0.000000,0.034483
205479705,2, Noise,0.000055,0.000148,0.000038,0.000388,0.917378,0.081993,0.000000,0.010101
205479733,2, Noise,0.000209,0.000213,0.000162,0.000070,0.944889,0.054457,0.000000,0.027397
205479979,2, Noise,0.000062,0.000039,0.000113,0.000067,0.682037,0.317637,0.000044,0.052632
205480243,2,OTHPER,0.000192,0.006231,0.001262,0.007962,0.439242,0.545111,0.000000,0.016949
205480357,2, Noise,0.000043,0.000165,0.000000,0.000000,0.935846,0.063947,0.000000,0.013514
205480850,2,OTHPER,0.001719,0.023858,0.011335,0.008778,0.006684,0.935318,0.012308,0.027397
205481228,2, Noise,0.001290,0.014947,0.000967,0.002849,0.893043,0.086854,0.000050,0.027397
205481400,2, Noise,0.001872,0.007843,0.001595,0.004804,0.659149,0.324736,0.000000,0.010101
205481711,2, Noise,0.000188,0.022474,0.000000,0.001212,0.861921,0.114204,0.000000,0.020408
205481828,2,OTHPER,0.017729,0.029157,0.087722,0.126782,0.025161,0.710268,0.003182,0.224490
205481974,2, Noise,0.000122,0.003104,0.000000,0.000982,0.893500,0.102292,0.000000,0.006711
205482349,2, Noise,0.000067,0.000269,0.000000,0.000725,0.787922,0.211018,0.000000,0.000000
205482756,2,OTHPER,0.000000,0.011831,0.000542,0.000694,0.328111,0.658823,0.000000,0.083032
205483008,2, Noise,0.000118,0.000000,0.000000,0.000000,0.957571,0.042310,0.000000,0.003344
205483055,2, Noise,0.000000,0.003394,0.000682,0.000259,0.683078,0.312524,0.000064,0.045296
205483222,2, Noise,0.000313,0.011458,0.000510,0.002781,0.552424,0.432515,0.000000,0.010101
205483258,2,    EB,0.004918,0.188287,0.520113,0.002481,0.018620,0.216553,0.049028,0.255230
205483719,2,OTHPER,0.000429,0.000716,0.000546,0.017142,0.339111,0.641789,0.000267,0.063830
205483967,2,    EB,0.031682,0.114253,0.454365,0.152188,0.069334,0.178070,0.000108,0.145038
205484095,2, Noise,0.000299,0.000117,0.000000,0.000000,0.943101,0.056483,0.000000,0.006711
205484610,2, Noise,0.009345,0.325470,0.022454,0.058167,0.433324,0.151240,0.000000,0.038062
205485262,2, Noise,0.000400,0.029658,0.000313,0.006000,0.649814,0.313815,0.000000,0.079137
205485891,2,    EA,0.004028,0.702343,0.142491,0.009783,0.080175,0.060555,0.000625,0.063830
205486030,2, Noise,0.004009,0.007922,0.000488,0.005870,0.605661,0.376051,0.000000,0.060071
205486147,2, Noise,0.001837,0.140099,0.030953,0.078244,0.448116,0.300192,0.000559,0.006711
205486416,2, Noise,0.000000,0.000067,0.000000,0.000039,0.848015,0.151879,0.000000,0.003344
205487295,2, Noise,0.000067,0.000677,0.000375,0.000064,0.901826,0.096992,0.000000,0.003344
205487505,2, Noise,0.000000,0.000019,0.000000,0.000289,0.839208,0.160483,0.000000,0.010101
205487587,2, Noise,0.000043,0.007885,0.000175,0.002025,0.688673,0.301199,0.000000,0.030928
205487985,2, Noise,0.000366,0.004924,0.000299,0.001418,0.770977,0.221949,0.000067,0.003344
205488050,2,OTHPER,0.000147,0.001044,0.000280,0.004412,0.365677,0.628440,0.000000,0.016949
205488290,2, Noise,0.000351,0.000075,0.000000,0.000000,0.843833,0.155741,0.000000,0.003344
205488745,2, Noise,0.004194,0.000592,0.000079,0.011891,0.583409,0.399834,0.000000,0.000000
205488774,2, Noise,0.001822,0.043240,0.002665,0.012453,0.699698,0.240123,0.000000,0.016949
205488776,2, Noise,0.001332,0.006311,0.000058,0.002350,0.793996,0.195953,0.000000,0.013514
205488952,2, Noise,0.001060,0.011566,0.000400,0.000064,0.927956,0.058954,0.000000,0.020408
205489786,2,OTHPER,0.000000,0.000980,0.000000,0.000912,0.049388,0.948720,0.000000,0.045296
205489894,2,OTHPER,0.000000,0.000215,0.000258,0.000751,0.031123,0.967652,0.000000,0.045296
205490436,2, Noise,0.000200,0.004901,0.000541,0.017443,0.690234,0.286682,0.000000,0.052632
205490554,2, Noise,0.000054,0.000067,0.000000,0.000000,0.950839,0.049040,0.000000,0.023891
205490925,2,OTHPER,0.000067,0.007380,0.000261,0.000600,0.200300,0.791391,0.000000,0.098901
205490933,2, Noise,0.000055,0.001071,0.000047,0.002718,0.738158,0.257951,0.000000,0.000000
205490969,2, Noise,0.000542,0.023989,0.000999,0.006513,0.821319,0.146637,0.000000,0.052632
205491852,2, Noise,0.004888,0.199442,0.009620,0.046820,0.533178,0.205925,0.000127,0.056338
205492199,2, Noise,0.000150,0.002362,0.000533,0.004430,0.832380,0.160078,0.000067,0.063830
205492612,2, Noise,0.000000,0.000973,0.000000,0.000790,0.906797,0.091440,0.000000,0.010101
205492797,2, Noise,0.000194,0.003909,0.000732,0.000067,0.785642,0.209343,0.000114,0.038062
205493164,2, Noise,0.000254,0.001993,0.000077,0.000831,0.892340,0.104505,0.000000,0.000000
205493304,2, Noise,0.000000,0.000067,0.000048,0.000242,0.841761,0.157882,0.000000,0.000000
205493432,2, Noise,0.001045,0.036856,0.006241,0.020966,0.508323,0.425153,0.001416,0.016949
205493678,2, Noise,0.023075,0.281194,0.037705,0.018335,0.406665,0.231876,0.001149,0.013514
205493988,2, Noise,0.000761,0.003957,0.000183,0.003750,0.894019,0.097330,0.000000,0.027397
205494321,2, Noise,0.000998,0.038115,0.006152,0.043094,0.525550,0.386034,0.000056,0.094891
205494478,2, Noise,0.000903,0.111893,0.003572,0.017071,0.572091,0.294471,0.000000,0.067616
205494626,2, Noise,0.000000,0.000873,0.000125,0.000247,0.572300,0.426455,0.000000,0.030928
205495137,2,OTHPER,0.003111,0.001425,0.001956,0.152622,0.019907,0.820979,0.000000,0.041667
205495245,2,  RRab,0.001093,0.002679,0.002841,0.000427,0.000416,0.001524,0.991020,0.123596
205495323,2,OTHPER,0.000763,0.037949,0.013248,0.005707,0.006319,0.935277,0.000737,0.060071
205495347,2, Noise,0.000000,0.000137,0.000000,0.000065,0.890184,0.109614,0.000000,0.016949
205495440,2, Noise,0.000211,0.000319,0.000118,0.000328,0.941124,0.057900,0.000000,0.030928
205495780,2,    EA,0.000768,0.422309,0.049947,0.006813,0.277693,0.222397,0.020073,0.030928
205496633,2,OTHPER,0.000052,0.002356,0.000208,0.038137,0.138860,0.820320,0.000067,0.020408
205496667,2,OTHPER,0.001120,0.001113,0.002754,0.033287,0.070846,0.887115,0.003764,0.052632
205497027,2, Noise,0.000957,0.008324,0.001946,0.000431,0.792975,0.194870,0.000498,0.034483
205497652,2, Noise,0.000014,0.000365,0.000113,0.000580,0.892359,0.106569,0.000000,0.003344
205497794,2, Noise,0.000000,0.001854,0.000706,0.000569,0.787742,0.209130,0.000000,0.000000
205497833,2, Noise,0.000000,0.000071,0.000000,0.000000,0.888879,0.111051,0.000000,0.016949
205497885,2, Noise,0.000000,0.001506,0.000245,0.000766,0.886060,0.111422,0.000000,0.000000
205498192,2,OTHPER,0.003261,0.251752,0.029951,0.036198,0.276910,0.389268,0.012660,0.045296
205498388,2,OTHPER,0.000427,0.003958,0.000205,0.036130,0.027675,0.931605,0.000000,0.016949
205498549,2, Noise,0.004088,0.088273,0.021367,0.007624,0.607321,0.256407,0.014920,0.052632
205498810,2, Noise,0.013328,0.200617,0.030332,0.089434,0.463318,0.201668,0.001303,0.063830
205499004,2, Noise,0.000000,0.000299,0.000000,0.000169,0.925223,0.074309,0.000000,0.000000
205499024,2, Noise,0.016945,0.055402,0.074897,0.007131,0.534920,0.279530,0.031175,0.038062
205499733,2,OTHPER,0.000047,0.002149,0.000480,0.003053,0.246340,0.745923,0.002007,0.003344
205499743,2, Noise,0.001697,0.150560,0.011801,0.044273,0.522073,0.269542,0.000054,0.010101
205500458,2,OTHPER,0.166204,0.076720,0.212240,0.150150,0.055782,0.305122,0.033782,0.162791
205500521,2, Noise,0.000000,0.000000,0.000000,0.000000,0.959145,0.040855,0.000000,0.030928
205500773,2,OTHPER,0.006573,0.001198,0.000148,0.033889,0.404304,0.553423,0.000465,0.003344
205501782,2, Noise,0.054260,0.027150,0.019512,0.035794,0.722282,0.139215,0.001787,0.060071
205502307,2, Noise,0.011229,0.040585,0.009090,0.023253,0.579958,0.335659,0.000226,0.063830
205502491,2, Noise,0.000253,0.000067,0.000000,0.000244,0.837676,0.161761,0.000000,0.010101
205502492,2, Noise,0.000073,0.000787,0.000462,0.000453,0.878557,0.119667,0.000000,0.003344
205502880,2,    EA,0.008111,0.338417,0.110480,0.019033,0.233071,0.221622,0.069266,0.075269
205503006,2, Noise,0.028554,0.120931,0.015152,0.067826,0.493975,0.271688,0.001874,0.006711
205503076,2,OTHPER,0.000042,0.001064,0.000188,0.016766,0.451679,0.530261,0.000000,0.003344
205503762,2, Noise,0.000638,0.011493,0.000765,0.000762,0.761817,0.224339,0.000185,0.023891
205503830,2, Noise,0.000055,0.001305,0.000000,0.000731,0.910516,0.087393,0.000000,0.013514
205503984,2, Noise,0.000000,0.000140,0.000067,0.000545,0.735313,0.263934,0.000000,0.013514
205504328,2, Noise,0.000308,0.002333,0.000000,0.001670,0.653919,0.341716,0.000054,0.010101
205504916,2, Noise,0.001184,0.128738,0.000894,0.007369,0.535147,0.326667,0.000000,0.079137
205505109,2, Noise,0.005016,0.024498,0.001440,0.006013,0.626359,0.335993,0.000681,0.098901
205505626,2, Noise,0.000348,0.002553,0.000361,0.001044,0.746982,0.248597,0.000115,0.010101
205505636,2, Noise,0.000067,0.000475,0.000000,0.000387,0.889950,0.109121,0.000000,0.006711
205505730,2,OTHPER,0.002291,0.108056,0.012161,0.026824,0.368135,0.478306,0.004227,0.006711
205505774,2, Noise,0.000000,0.000044,0.000000,0.000000,0.846467,0.153489,0.000000,0.010101
205505797,2,OTHPER,0.000119,0.004517,0.000377,0.002701,0.003138,0.989149,0.000000,0.020408
205505827,2, Noise,0.000000,0.000042,0.000000,0.000000,0.929955,0.070003,0.000000,0.006711
205505856,2, Noise,0.003408,0.093054,0.010263,0.034704,0.498988,0.358867,0.000715,0.030928
205505981,2, Noise,0.004140,0.376122,0.016902,0.022591,0.418209,0.161811,0.000225,0.010101
205506785,2,OTHPER,0.001799,0.141650,0.364762,0.005680,0.106522,0.372739,0.006849,0.162791
205507185,2, Noise,0.001708,0.017977,0.003985,0.005334,0.596663,0.373999,0.000333,0.020408
205507325,2,OTHPER,0.000097,0.001352,0.000746,0.008900,0.262406,0.725687,0.000813,0.027397
205507396,2,OTHPER,0.000000,0.010644,0.001042,0.002980,0.444674,0.540660,0.000000,0.000000
205507768,2, Noise,0.000000,0.002401,0.000153,0.000419,0.536588,0.460439,0.000000,0.010101
205507894,2,OTHPER,0.000237,0.072878,0.002888,0.004594,0.181425,0.737624,0.000353,0.006711
205508157,2, Noise,0.000067,0.000019,0.000000,0.000000,0.941001,0.058913,0.000000,0.003344
205508519,2, Noise,0.006371,0.126533,0.002249,0.019428,0.647249,0.198169,0.000000,0.063830
205508677,2,OTHPER,0.002402,0.001933,0.002552,0.005654,0.126235,0.861104,0.000120,0.020408
205508906,2, Noise,0.001474,0.000851,0.000000,0.002741,0.743468,0.251403,0.000062,0.000000
205509152,2,OTHPER,0.000119,0.007112,0.002986,0.000466,0.008949,0.980132,0.000236,0.023891
205509482,2, Noise,0.002246,0.040396,0.007837,0.009775,0.632498,0.306153,0.001096,0.016949
205510143,2,OTHPER,0.001565,0.124940,0.119090,0.008933,0.028359,0.710138,0.006975,0.086957
205510268,2,  GDOR,0.046086,0.078250,0.029798,0.460063,0.245946,0.134392,0.005466,0.067616
205510277,2, Noise,0.000208,0.003031,0.000313,0.011405,0.711485,0.273557,0.000000,0.034483
205510372,2, Noise,0.000421,0.006410,0.000378,0.001969,0.757884,0.232938,0.000000,0.027397
205510377,2,  GDOR,0.049111,0.026971,0.050841,0.760519,0.035373,0.076475,0.000709,0.145038
205510410,2, Noise,0.000000,0.000371,0.000117,0.000108,0.915500,0.083904,0.000000,0.016949
205510446,2, Noise,0.001581,0.023138,0.000924,0.013930,0.595631,0.364797,0.000000,0.003344
205510801,2, Noise,0.000000,0.000091,0.000000,0.000430,0.901668,0.097811,0.000000,0.006711
205511554,2,    EA,0.004664,0.462291,0.001765,0.008150,0.378079,0.145003,0.000047,0.079137
205511979,2,OTHPER,0.000052,0.005168,0.001117,0.053624,0.072294,0.867678,0.000067,0.000000
205512022,2, DSCUT,0.585073,0.001286,0.052089,0.083199,0.097729,0.177917,0.002708,0.234568
205512216,2, Noise,0.000040,0.003528,0.000292,0.001526,0.648891,0.345721,0.000000,0.034483
205512291,2, Noise,0.000815,0.017229,0.001136,0.010698,0.582254,0.387868,0.000000,0.020408
205512575,2, Noise,0.000200,0.000113,0.000023,0.000264,0.833043,0.166358,0.000000,0.010101
205512687,2, Noise,0.000000,0.001619,0.000031,0.000467,0.703222,0.294661,0.000000,0.003344
205512883,2, Noise,0.007826,0.026978,0.009381,0.005544,0.794171,0.155282,0.000818,0.023891
205512911,2,OTHPER,0.006306,0.035565,0.029054,0.003473,0.162161,0.755706,0.007736,0.027397
205513032,2, Noise,0.001978,0.007129,0.000498,0.003731,0.814328,0.172153,0.000182,0.041667
205513079,2, Noise,0.021539,0.124349,0.008924,0.027093,0.534690,0.282675,0.000729,0.006711
205513107,2,OTHPER,0.000689,0.008330,0.001928,0.049249,0.026775,0.912985,0.000044,0.027397
205513283,2, Noise,0.000243,0.034223,0.003001,0.011661,0.738379,0.212494,0.000000,0.006711
205513535,2, Noise,0.002389,0.014320,0.005001,0.016130,0.582441,0.379719,0.000000,0.023891
205513945,2,OTHPER,0.000059,0.002709,0.002093,0.001640,0.004254,0.989246,0.000000,0.030928
205514162,2, Noise,0.000067,0.000000,0.000000,0.000101,0.929157,0.070676,0.000000,0.010101
205514212,2, Noise,0.001122,0.000996,0.000298,0.000819,0.971563,0.025202,0.000000,0.016949
205514770,2, Noise,0.000379,0.000912,0.000258,0.000209,0.838949,0.159227,0.000067,0.034483
205514934,2,OTHPER,0.000092,0.004381,0.001260,0.007544,0.277548,0.709176,0.000000,0.000000
205515141,2, Noise,0.000578,0.033289,0.000067,0.001484,0.754655,0.209928,0.000000,0.006711
205515187,2,OTHPER,0.000000,0.000360,0.000120,0.000404,0.217125,0.781808,0.000183,0.048951
205515374,2, Noise,0.000358,0.015138,0.001281,0.001603,0.582804,0.398815,0.000000,0.030928
205515428,2, Noise,0.000000,0.000024,0.000000,0.000174,0.944561,0.055241,0.000000,0.003344
205516243,2, Noise,0.000000,0.001671,0.000000,0.000105,0.773376,0.224848,0.000000,0.013514
205516909,2, Noise,0.009535,0.173752,0.044377,0.017956,0.451263,0.143939,0.159179,0.045296
205516967,2,OTHPER,0.000319,0.002210,0.000323,0.026708,0.058683,0.911756,0.000000,0.023891
205517190,2,OTHPER,0.000184,0.016684,0.000819,0.003504,0.390077,0.587118,0.001613,0.020408
205517382,2,OTHPER,0.001221,0.016348,0.023210,0.057157,0.002190,0.899213,0.000661,0.041667
205517494,2, Noise,0.000129,0.000029,0.000027,0.000171,0.915982,0.083662,0.000000,0.023891
205518178,2, Noise,0.000000,0.000000,0.000026,0.000067,0.855978,0.143929,0.000000,0.016949
205518239,2,OTHPER,0.000619,0.004039,0.000321,0.002396,0.435281,0.557016,0.000327,0.000000
205518396,2, Noise,0.004661,0.053143,0.000080,0.004678,0.758644,0.178667,0.000127,0.107011
205518711,2,OTHPER,0.000039,0.006556,0.000712,0.001011,0.140036,0.851366,0.000278,0.075269
205518830,2, Noise,0.000000,0.000112,0.000000,0.000112,0.895090,0.104686,0.000000,0.000000
205519083,2, Noise,0.000400,0.006472,0.002002,0.007940,0.546694,0.436338,0.000153,0.000000
205519771,2, Noise,0.000917,0.195443,0.118843,0.007795,0.373521,0.295911,0.007569,0.016949
205520273,2, Noise,0.000095,0.001291,0.000411,0.004347,0.500168,0.493688,0.000000,0.013514
205520610,2, Noise,0.000000,0.000000,0.000000,0.000295,0.942047,0.057658,0.000000,0.003344
205521330,2, Noise,0.000019,0.001337,0.000058,0.000350,0.771532,0.226704,0.000000,0.027397
205522301,2, Noise,0.000259,0.010272,0.000924,0.007730,0.765369,0.215446,0.000000,0.003344
205522592,2, Noise,0.000000,0.000174,0.000000,0.001227,0.772684,0.225914,0.000000,0.023891
205522741,2, Noise,0.000000,0.000105,0.000023,0.000036,0.661530,0.338306,0.000000,0.048951
205522782,2, Noise,0.204912,0.004693,0.012782,0.011369,0.488242,0.277940,0.000062,0.034483
205522891,2, Noise,0.000000,0.000416,0.000080,0.000303,0.929178,0.070024,0.000000,0.010101
205522980,2, Noise,0.000000,0.000155,0.000000,0.000000,0.902378,0.097466,0.000000,0.023891
205523081,2, Noise,0.000000,0.000039,0.000000,0.000000,0.942329,0.057631,0.000000,0.016949
205523250,2, Noise,0.000000,0.001391,0.000074,0.000438,0.678383,0.319714,0.000000,0.010101
205523252,2, DSCUT,0.518316,0.004405,0.035678,0.146700,0.068397,0.219516,0.006988,0.115242
205523624,2, Noise,0.000000,0.000133,0.000000,0.000000,0.874763,0.125103,0.000000,0.003344
