# ID, Campaign, Class, Class Probs (DSCUT, EA, EB, GDOR, Noise, OTHPER, RRab), Anomaly Score
202094536,0,    EA,0.006182,0.348522,0.024621,0.101734,0.266509,0.252432,0.000000,0.020408
202094539,0, Noise,0.000000,0.000947,0.000093,0.000511,0.906698,0.091751,0.000000,0.000000
202094544,0,OTHPER,0.000431,0.001751,0.000167,0.060127,0.219257,0.718267,0.000000,0.013514
202094545,0, Noise,0.026600,0.229407,0.080185,0.034903,0.349115,0.277784,0.002006,0.013514
202094546,0, Noise,0.000255,0.004151,0.000447,0.007725,0.760279,0.227143,0.000000,0.071429
202094551,0, Noise,0.001058,0.003132,0.000156,0.037539,0.707449,0.250666,0.000000,0.010101
202094556,0,OTHPER,0.000666,0.002831,0.000995,0.008987,0.023302,0.963219,0.000000,0.034483
202094568,0, Noise,0.000555,0.001791,0.001784,0.009429,0.679369,0.307004,0.000067,0.041667
202094571,0,OTHPER,0.002476,0.001179,0.004518,0.050552,0.024914,0.916304,0.000056,0.136364
202094577,0,OTHPER,0.000796,0.001472,0.000412,0.190029,0.024512,0.782778,0.000000,0.006711
202094580,0, Noise,0.000162,0.002416,0.000365,0.034480,0.767730,0.194848,0.000000,0.016949
202094586,0,OTHPER,0.022720,0.044337,0.036353,0.031304,0.122325,0.742614,0.000346,0.071429
202094589,0, Noise,0.000067,0.003075,0.000097,0.001029,0.591902,0.403831,0.000000,0.016949
202094590,0,OTHPER,0.001379,0.009491,0.001595,0.061224,0.192512,0.733752,0.000046,0.102941
202094591,0, Noise,0.000177,0.005623,0.000119,0.001349,0.738525,0.254206,0.000000,0.003344
202094597,0, Noise,0.002971,0.007904,0.000073,0.022570,0.674245,0.292237,0.000000,0.006711
202094600,0, Noise,0.007008,0.010365,0.001358,0.033288,0.501629,0.446351,0.000000,0.010101
202094609,0,OTHPER,0.015234,0.026579,0.089901,0.160016,0.013601,0.693230,0.001440,0.209677
202094615,0,OTHPER,0.000214,0.001249,0.000288,0.100277,0.202090,0.695882,0.000000,0.000000
202094616,0,OTHPER,0.000091,0.003681,0.000235,0.002868,0.044978,0.948147,0.000000,0.013514
202094617,0,OTHPER,0.000533,0.000803,0.001881,0.017486,0.045842,0.933454,0.000000,0.060071
202094620,0, Noise,0.001410,0.008749,0.001179,0.006683,0.724667,0.257312,0.000000,0.006711
202094627,0, Noise,0.000682,0.000920,0.000051,0.014479,0.601215,0.382653,0.000000,0.000000
202094631,0, Noise,0.000000,0.001753,0.000420,0.001829,0.793717,0.202282,0.000000,0.006711
202094636,0, Noise,0.001123,0.011798,0.000073,0.003003,0.620163,0.363841,0.000000,0.013514
202094638,0,OTHPER,0.000885,0.024692,0.006835,0.016303,0.253149,0.698136,0.000000,0.023891
202094640,0, DSCUT,0.983634,0.000846,0.004046,0.002648,0.005528,0.003023,0.000274,0.027397
202094649,0, Noise,0.143198,0.002138,0.010342,0.017928,0.461936,0.358543,0.005915,0.153846
202094651,0, Noise,0.001138,0.003401,0.000300,0.007896,0.831415,0.155669,0.000180,0.023891
202094655,0,OTHPER,0.000000,0.004719,0.000169,0.001316,0.350802,0.642994,0.000000,0.013514
202094659,0,OTHPER,0.000246,0.001449,0.000219,0.092916,0.084230,0.820940,0.000000,0.010101
202094662,0, Noise,0.001082,0.009352,0.000960,0.038814,0.667433,0.281810,0.000549,0.107011
202094663,0,OTHPER,0.000000,0.001906,0.001078,0.024268,0.434113,0.538568,0.000067,0.027397
202094667,0,OTHPER,0.001107,0.003264,0.001726,0.059778,0.181775,0.752110,0.000240,0.030928
202094669,0, DSCUT,0.697111,0.013145,0.022826,0.016907,0.130381,0.119221,0.000409,0.041667
202094672,0,OTHPER,0.000503,0.002129,0.000215,0.075917,0.246956,0.674279,0.000000,0.006711
202094675,0,OTHPER,0.000281,0.009363,0.003091,0.031352,0.457640,0.498029,0.000244,0.000000
202094682,0,OTHPER,0.021048,0.011542,0.004189,0.104819,0.399866,0.458470,0.000067,0.083032
202094688,0,OTHPER,0.001829,0.008485,0.011255,0.245495,0.024613,0.707499,0.000824,0.119403
202094689,0, Noise,0.000164,0.002661,0.001637,0.005102,0.743879,0.246557,0.000000,0.045296
202094691,0, Noise,0.000219,0.002009,0.000060,0.005958,0.508441,0.483312,0.000000,0.010101
202094693,0, Noise,0.000356,0.006025,0.000034,0.001647,0.779948,0.211991,0.000000,0.006711
202094698,0, Noise,0.234964,0.006073,0.018318,0.006385,0.447131,0.287130,0.000000,0.123596
202094699,0, Noise,0.001850,0.009134,0.000750,0.021397,0.808639,0.158177,0.000054,0.006711
202094701,0, Noise,0.000192,0.001849,0.000389,0.004019,0.810765,0.182787,0.000000,0.052632
202094706,0, Noise,0.000000,0.002348,0.000094,0.001606,0.752843,0.243109,0.000000,0.010101
202094708,0,OTHPER,0.374304,0.000422,0.003678,0.030511,0.102276,0.487628,0.001180,0.016949
202094716,0,OTHPER,0.007210,0.013764,0.004003,0.107627,0.242235,0.624771,0.000390,0.048951
202094721,0,OTHPER,0.000324,0.000656,0.000033,0.011617,0.344961,0.642279,0.000130,0.030928
202094723,0,OTHPER,0.000654,0.002528,0.001735,0.013408,0.201380,0.780294,0.000000,0.023891
202094725,0, Noise,0.000866,0.034491,0.001798,0.012668,0.519857,0.430320,0.000000,0.010101
202094726,0, Noise,0.001336,0.001383,0.000000,0.014437,0.629931,0.352846,0.000067,0.038062
202094731,0,OTHPER,0.001282,0.002874,0.003022,0.018205,0.078534,0.896028,0.000055,0.023891
202094734,0,OTHPER,0.000000,0.004098,0.000093,0.003611,0.029881,0.962316,0.000000,0.023891
202094735,0, Noise,0.004807,0.021317,0.004100,0.095422,0.705797,0.168557,0.000000,0.020408
202094740,0,OTHPER,0.015436,0.059862,0.076845,0.058365,0.175136,0.614356,0.000000,0.111111
202094742,0, Noise,0.059406,0.006154,0.006671,0.153019,0.413846,0.358873,0.002030,0.003344
202094745,0, Noise,0.007227,0.028499,0.005643,0.009655,0.767528,0.181449,0.000000,0.052632
202094746,0, Noise,0.001520,0.070330,0.001386,0.010621,0.656069,0.260007,0.000067,0.119403
202094748,0,OTHPER,0.000282,0.002573,0.000216,0.010869,0.390573,0.595486,0.000000,0.003344
202094751,0, Noise,0.001700,0.070964,0.026558,0.087971,0.428972,0.383590,0.000245,0.000000
202094760,0, Noise,0.006596,0.019545,0.008430,0.019514,0.626135,0.319780,0.000000,0.071429
202094762,0,  GDOR,0.044936,0.038449,0.046690,0.363299,0.158099,0.346380,0.002147,0.123596
202094774,0, Noise,0.000181,0.005149,0.000143,0.002133,0.522910,0.469483,0.000000,0.003344
202094776,0, Noise,0.005512,0.008632,0.000581,0.016770,0.823409,0.145095,0.000000,0.003344
202094777,0,OTHPER,0.000556,0.014630,0.001910,0.049885,0.228864,0.704155,0.000000,0.006711
202094779,0, Noise,0.001200,0.003526,0.000000,0.000728,0.790106,0.204439,0.000000,0.016949
202094780,0,OTHPER,0.000291,0.030594,0.223956,0.002154,0.010644,0.686434,0.045926,0.016949
202094782,0, Noise,0.000208,0.001045,0.000023,0.001973,0.768498,0.228252,0.000000,0.034483
202094783,0, Noise,0.000286,0.001666,0.000094,0.009916,0.536013,0.452024,0.000000,0.013514
202094792,0, Noise,0.000188,0.000987,0.000061,0.000592,0.717368,0.280805,0.000000,0.006711
202094797,0, Noise,0.000067,0.000597,0.000471,0.000390,0.726224,0.272251,0.000000,0.003344
202094798,0,OTHPER,0.000705,0.000392,0.000604,0.025746,0.138634,0.833918,0.000000,0.013514
202094801,0, Noise,0.000936,0.023642,0.001633,0.020205,0.671540,0.282043,0.000000,0.060071
202094802,0, Noise,0.006565,0.008710,0.003765,0.028074,0.565952,0.386933,0.000000,0.003344
202094803,0,OTHPER,0.000466,0.000608,0.000475,0.013919,0.184510,0.799955,0.000067,0.016949
202094809,0,OTHPER,0.000125,0.000915,0.000098,0.009897,0.208528,0.780437,0.000000,0.013514
202094811,0,OTHPER,0.000000,0.003348,0.000281,0.005434,0.075230,0.915707,0.000000,0.030928
202094815,0,OTHPER,0.000000,0.000577,0.000463,0.018958,0.165361,0.814642,0.000000,0.013514
202094819,0,OTHPER,0.005034,0.048940,0.007813,0.098189,0.295869,0.544156,0.000000,0.102941
202094820,0, Noise,0.003628,0.001084,0.000020,0.014619,0.525022,0.455627,0.000000,0.003344
202094823,0, DSCUT,0.951128,0.001312,0.011792,0.004809,0.015699,0.015053,0.000206,0.079137
202094831,0, DSCUT,0.844468,0.002550,0.038715,0.009762,0.035400,0.068989,0.000115,0.045296
202094833,0, Noise,0.002877,0.029743,0.004147,0.036394,0.707865,0.218974,0.000000,0.006711
202094835,0,  GDOR,0.001670,0.012250,0.011756,0.512740,0.021867,0.439269,0.000449,0.111111
202094842,0, Noise,0.000295,0.002582,0.000149,0.001301,0.622614,0.373058,0.000000,0.000000
202094844,0, Noise,0.000376,0.009000,0.001043,0.004758,0.547018,0.437805,0.000000,0.013514
202094847,0, Noise,0.000687,0.037880,0.000398,0.008250,0.569440,0.383345,0.000000,0.003344
202094849,0,OTHPER,0.000150,0.000315,0.000028,0.006226,0.468640,0.524640,0.000000,0.006711
202094850,0, Noise,0.000709,0.002983,0.000235,0.001321,0.705550,0.289202,0.000000,0.027397
202094852,0, DSCUT,0.888449,0.008195,0.025496,0.004189,0.033365,0.039641,0.000664,0.030928
202094855,0,OTHPER,0.000455,0.000726,0.000378,0.042981,0.145534,0.809541,0.000384,0.006711
202094858,0, Noise,0.007954,0.028760,0.001005,0.047410,0.521073,0.393797,0.000000,0.000000
202094863,0,  GDOR,0.001908,0.035274,0.015632,0.657328,0.119079,0.170604,0.000174,0.003344
202094864,0, Noise,0.011845,0.025736,0.007422,0.030485,0.541601,0.382910,0.000000,0.034483
202094868,0,OTHPER,0.005400,0.003929,0.000084,0.217291,0.241770,0.531525,0.000000,0.003344
202094869,0,OTHPER,0.000901,0.004305,0.000672,0.041998,0.189510,0.762615,0.000000,0.006711
202094873,0,OTHPER,0.000000,0.003297,0.000085,0.001996,0.335321,0.659301,0.000000,0.010101
202094881,0, Noise,0.000467,0.001181,0.000000,0.026671,0.492831,0.478850,0.000000,0.016949
202094883,0,OTHPER,0.008782,0.009070,0.030364,0.050526,0.002429,0.898217,0.000612,0.052632
202094885,0, Noise,0.212152,0.007962,0.018809,0.011856,0.408653,0.340500,0.000067,0.071429
202094891,0,OTHPER,0.007514,0.108864,0.037940,0.051481,0.293129,0.500458,0.000613,0.006711
202094896,0,OTHPER,0.001562,0.012420,0.007641,0.049067,0.074843,0.854405,0.000061,0.020408
202094898,0, Noise,0.000000,0.000307,0.000179,0.000651,0.834284,0.164578,0.000000,0.013514
202094899,0,OTHPER,0.000839,0.001981,0.000222,0.074116,0.450809,0.472033,0.000000,0.013514
202094914,0, Noise,0.000000,0.000761,0.000000,0.000170,0.830520,0.168549,0.000000,0.000000
202094918,0,OTHPER,0.003443,0.006859,0.001271,0.028222,0.281091,0.677815,0.001299,0.075269
202094924,0, Noise,0.000778,0.002059,0.000316,0.018751,0.534265,0.443831,0.000000,0.027397
202094925,0, Noise,0.000185,0.005385,0.000000,0.004867,0.583410,0.406153,0.000000,0.016949
202094926,0, Noise,0.000347,0.016013,0.005523,0.020490,0.592162,0.365465,0.000000,0.000000
202094928,0, Noise,0.000000,0.000619,0.000000,0.000427,0.835156,0.163798,0.000000,0.000000
202094933,0,OTHPER,0.000039,0.003280,0.000195,0.001519,0.389537,0.605430,0.000000,0.020408
202094934,0,OTHPER,0.003968,0.013571,0.010258,0.035595,0.126588,0.809611,0.000409,0.185771
202094935,0, Noise,0.227280,0.010031,0.014766,0.003994,0.450351,0.293322,0.000256,0.056338
202094936,0,OTHPER,0.000299,0.000613,0.000251,0.032481,0.181413,0.784888,0.000056,0.013514
202094941,0, Noise,0.000000,0.000464,0.000072,0.001056,0.663889,0.334519,0.000000,0.010101
202094942,0,OTHPER,0.006435,0.000711,0.002191,0.030660,0.270480,0.689191,0.000333,0.010101
202094947,0,OTHPER,0.000000,0.001344,0.000032,0.003269,0.147883,0.847473,0.000000,0.016949
202094952,0, Noise,0.002119,0.002044,0.000021,0.019308,0.770694,0.205814,0.000000,0.003344
202094954,0,OTHPER,0.050394,0.017623,0.179893,0.061211,0.036360,0.653304,0.001214,0.060071
202094955,0,OTHPER,0.001774,0.078959,0.039854,0.005106,0.139699,0.734314,0.000296,0.020408
202094957,0, Noise,0.001308,0.001762,0.000668,0.004667,0.750697,0.240899,0.000000,0.016949
202094958,0, DSCUT,0.434172,0.032921,0.030712,0.089958,0.248507,0.145625,0.018106,0.132075
202094959,0, Noise,0.000465,0.003468,0.000243,0.001652,0.733293,0.260881,0.000000,0.010101
202094960,0, Noise,0.000879,0.004539,0.000408,0.001485,0.740118,0.252443,0.000128,0.075269
202094962,0, Noise,0.000140,0.003774,0.000295,0.003035,0.837233,0.155523,0.000000,0.016949
202094964,0,OTHPER,0.001238,0.011805,0.001719,0.007315,0.411398,0.565580,0.000945,0.090909
202094966,0, Noise,0.210477,0.009330,0.021422,0.006575,0.451832,0.300364,0.000000,0.048951
202094972,0,OTHPER,0.000399,0.002176,0.000024,0.005690,0.410548,0.581163,0.000000,0.013514
202094973,0, Noise,0.000287,0.009708,0.000885,0.004539,0.838883,0.145699,0.000000,0.000000
202094977,0, DSCUT,0.509702,0.061888,0.012261,0.046299,0.215069,0.153829,0.000953,0.056338
202094984,0,OTHPER,0.000343,0.005247,0.002229,0.192174,0.037821,0.762186,0.000000,0.086957
202094986,0, Noise,0.000103,0.000758,0.000050,0.000271,0.748093,0.250726,0.000000,0.003344
202094987,0, Noise,0.001281,0.006066,0.000592,0.018938,0.659545,0.313578,0.000000,0.003344
202094990,0, Noise,0.000092,0.023997,0.000826,0.004656,0.553151,0.417222,0.000056,0.056338
202094994,0, Noise,0.026846,0.173911,0.057257,0.100896,0.400489,0.239899,0.000702,0.000000
202094997,0, Noise,0.001159,0.003575,0.000347,0.001703,0.696897,0.296318,0.000000,0.027397
202094998,0, Noise,0.000000,0.001951,0.000081,0.001258,0.686432,0.310279,0.000000,0.016949
202095000,0, Noise,0.000000,0.000247,0.000000,0.000507,0.902557,0.096689,0.000000,0.003344
202095005,0,OTHPER,0.001044,0.068675,0.003708,0.021620,0.342010,0.562752,0.000191,0.123596
202095015,0, Noise,0.000540,0.017319,0.000263,0.001946,0.829292,0.150640,0.000000,0.006711
202095019,0,OTHPER,0.001817,0.002649,0.007450,0.100660,0.012541,0.874884,0.000000,0.020408
202095027,0, Noise,0.118427,0.021700,0.008221,0.012330,0.548959,0.290126,0.000236,0.013514
202095030,0,OTHPER,0.000000,0.000936,0.000419,0.013399,0.107219,0.878028,0.000000,0.013514
202095032,0, Noise,0.000226,0.003372,0.000390,0.002122,0.819385,0.174505,0.000000,0.027397
202095034,0, Noise,0.099495,0.002601,0.001197,0.021729,0.573783,0.296581,0.004615,0.048951
202095039,0, Noise,0.000594,0.010591,0.001482,0.010279,0.772732,0.204322,0.000000,0.000000
202095040,0, Noise,0.000000,0.000642,0.000282,0.000583,0.841938,0.156556,0.000000,0.003344
202095041,0, Noise,0.000067,0.000481,0.000078,0.000499,0.830585,0.168291,0.000000,0.006711
202095046,0,OTHPER,0.000278,0.011324,0.002190,0.008546,0.485378,0.492284,0.000000,0.048951
202095048,0, Noise,0.002068,0.040224,0.008591,0.004642,0.631157,0.313200,0.000117,0.204819
202095050,0, Noise,0.000078,0.013562,0.000805,0.004098,0.608344,0.373114,0.000000,0.010101
202095052,0, Noise,0.000000,0.000648,0.000000,0.000918,0.834807,0.163627,0.000000,0.000000
202095059,0, Noise,0.000516,0.002045,0.000068,0.006026,0.779244,0.212102,0.000000,0.083032
202095060,0, Noise,0.000000,0.000456,0.000052,0.000351,0.903825,0.095317,0.000000,0.003344
202095071,0, Noise,0.000567,0.002321,0.000365,0.009149,0.655490,0.332107,0.000000,0.000000
202095074,0, Noise,0.005520,0.035048,0.008734,0.024975,0.508348,0.417375,0.000000,0.006711
202095079,0, Noise,0.000054,0.005062,0.000052,0.005668,0.618614,0.370550,0.000000,0.000000
202095081,0,OTHPER,0.001067,0.009199,0.003134,0.083459,0.115275,0.787741,0.000125,0.016949
202095082,0,OTHPER,0.000619,0.013075,0.002762,0.011141,0.443919,0.528367,0.000117,0.000000
202095088,0,OTHPER,0.000248,0.003016,0.000273,0.006701,0.410372,0.579389,0.000000,0.003344
202095097,0,OTHPER,0.000377,0.002391,0.000664,0.018101,0.459598,0.518870,0.000000,0.003344
202095101,0, Noise,0.000316,0.010055,0.001005,0.008513,0.533926,0.446186,0.000000,0.003344
202095104,0,OTHPER,0.007648,0.028591,0.034586,0.146884,0.162650,0.619086,0.000555,0.162791
202095105,0,OTHPER,0.000787,0.000946,0.000350,0.057650,0.138948,0.801319,0.000000,0.027397
202095111,0, Noise,0.000421,0.008601,0.000730,0.006295,0.590135,0.393818,0.000000,0.006711
202095114,0, Noise,0.004905,0.012104,0.001662,0.033041,0.481161,0.467126,0.000000,0.000000
202095115,0,OTHPER,0.002662,0.033089,0.012222,0.057491,0.373022,0.521515,0.000000,0.000000
202095120,0, Noise,0.004011,0.002415,0.000653,0.075479,0.510338,0.407103,0.000000,0.000000
202095128,0,OTHPER,0.009791,0.023985,0.007601,0.029844,0.452816,0.475964,0.000000,0.016949
202095131,0,OTHPER,0.002206,0.002949,0.001397,0.040101,0.411961,0.541320,0.000067,0.016949
202095133,0,OTHPER,0.000248,0.000727,0.000067,0.002426,0.427813,0.568719,0.000000,0.038062
202095140,0,OTHPER,0.000642,0.000780,0.001251,0.097471,0.032103,0.867753,0.000000,0.071429
202095141,0,OTHPER,0.002329,0.002590,0.006205,0.141237,0.021038,0.826535,0.000067,0.027397
202095144,0, DSCUT,0.470029,0.039069,0.118766,0.225229,0.041887,0.104256,0.000764,0.111111
202095146,0,OTHPER,0.002014,0.006085,0.000356,0.041458,0.348826,0.601263,0.000000,0.020408
202095147,0,OTHPER,0.002928,0.000108,0.000093,0.018821,0.485048,0.493002,0.000000,0.003344
202095149,0,OTHPER,0.003031,0.001111,0.000157,0.123640,0.413001,0.459059,0.000000,0.020408
202095150,0,OTHPER,0.041888,0.037647,0.019628,0.104187,0.372282,0.422653,0.001715,0.115242
202095152,0,OTHPER,0.005222,0.004194,0.022119,0.088261,0.006386,0.873118,0.000700,0.075269
202095154,0,OTHPER,0.002362,0.021876,0.004004,0.029893,0.462940,0.478761,0.000164,0.006711
202095165,0,OTHPER,0.017945,0.109124,0.034017,0.029441,0.300291,0.508501,0.000681,0.038062
202095166,0, Noise,0.022978,0.095536,0.007663,0.107737,0.471920,0.294165,0.000000,0.003344
202095196,0,OTHPER,0.001060,0.006829,0.000448,0.042923,0.341510,0.607164,0.000067,0.006711
202095197,0,OTHPER,0.003032,0.002411,0.003175,0.101186,0.057206,0.832868,0.000122,0.209677
202095200,0, Noise,0.000000,0.001556,0.000404,0.001031,0.605552,0.391457,0.000000,0.016949
202095206,0,OTHPER,0.003728,0.011539,0.000071,0.142974,0.312804,0.528885,0.000000,0.010101
202095207,0,OTHPER,0.016523,0.123429,0.051843,0.258767,0.254189,0.294169,0.001080,0.038062
202095220,0,  GDOR,0.001318,0.035143,0.027153,0.839668,0.008205,0.088179,0.000333,0.123596
202095221,0,OTHPER,0.000528,0.010635,0.000220,0.017269,0.215623,0.755658,0.000067,0.010101
202095234,0,OTHPER,0.000516,0.002230,0.000244,0.027887,0.264554,0.704570,0.000000,0.006711
202095238,0, DSCUT,0.892484,0.009854,0.035381,0.015565,0.007127,0.037982,0.001608,0.052632
202095249,0, Noise,0.007185,0.007213,0.002559,0.030653,0.609786,0.342604,0.000000,0.038062
202095250,0,OTHPER,0.000055,0.006506,0.000911,0.008457,0.335197,0.648875,0.000000,0.000000
202095251,0,OTHPER,0.000149,0.018561,0.000356,0.010141,0.298048,0.672745,0.000000,0.000000
202095253,0,OTHPER,0.000619,0.006305,0.000845,0.028395,0.165591,0.798180,0.000067,0.006711
202095254,0,OTHPER,0.025376,0.014633,0.086052,0.071980,0.015653,0.785689,0.000617,0.094891
202095255,0,OTHPER,0.000717,0.004540,0.000678,0.037612,0.150322,0.806131,0.000000,0.020408
202095265,0,OTHPER,0.003389,0.047650,0.009738,0.030358,0.302654,0.605925,0.000285,0.006711
202095273,0,OTHPER,0.003773,0.001720,0.000095,0.086320,0.410029,0.498064,0.000000,0.000000
202095274,0, Noise,0.041043,0.106575,0.029751,0.128209,0.460111,0.233030,0.001282,0.063830
202095279,0, Noise,0.009479,0.012451,0.002895,0.102112,0.454377,0.418686,0.000000,0.020408
202095283,0,OTHPER,0.002181,0.001724,0.000390,0.074711,0.366117,0.554877,0.000000,0.003344
202095284,0,OTHPER,0.000759,0.008876,0.002896,0.017604,0.079744,0.890061,0.000061,0.010101
202095290,0, Noise,0.000138,0.000197,0.000000,0.000439,0.624686,0.374540,0.000000,0.006711
202095291,0,OTHPER,0.003463,0.001041,0.000052,0.035700,0.479064,0.480680,0.000000,0.013514
202095295,0,OTHPER,0.028906,0.062683,0.077465,0.090138,0.189868,0.550822,0.000117,0.060071
202095297,0, DSCUT,0.507491,0.003783,0.008369,0.067791,0.111267,0.299425,0.001875,0.176471
202095298,0,    EA,0.000389,0.940058,0.020032,0.010218,0.008079,0.021224,0.000000,0.086957
202095301,0,OTHPER,0.046862,0.041053,0.073449,0.105766,0.049893,0.682762,0.000215,0.086957
202095302,0, DSCUT,0.860472,0.006261,0.007152,0.066586,0.026680,0.031204,0.001644,0.060071
202095304,0,OTHPER,0.002285,0.002859,0.003789,0.131512,0.108071,0.751484,0.000000,0.045296
202095308,0,OTHPER,0.000000,0.002056,0.000163,0.004716,0.412862,0.580202,0.000000,0.003344
202095311,0,OTHPER,0.121353,0.028129,0.015897,0.277672,0.207142,0.346438,0.003369,0.010101
202095314,0,OTHPER,0.003064,0.008669,0.001394,0.120353,0.379871,0.486136,0.000513,0.000000
202095320,0,OTHPER,0.006242,0.023767,0.001164,0.042527,0.340813,0.584983,0.000505,0.056338
202095321,0,OTHPER,0.018219,0.029525,0.006561,0.163740,0.384672,0.396459,0.000823,0.045296
202095325,0,OTHPER,0.001183,0.005196,0.000236,0.038487,0.310355,0.644543,0.000000,0.034483
202095341,0, Noise,0.001388,0.024384,0.004455,0.007535,0.514255,0.447984,0.000000,0.063830
202095342,0,OTHPER,0.003669,0.010454,0.010136,0.083257,0.009901,0.882450,0.000133,0.045296
202095343,0,OTHPER,0.002342,0.046223,0.005678,0.014392,0.457711,0.473654,0.000000,0.010101
202095344,0,OTHPER,0.003555,0.001365,0.006156,0.124854,0.030213,0.833818,0.000038,0.048951
202095346,0, Noise,0.000043,0.004111,0.000588,0.029112,0.719864,0.246282,0.000000,0.030928
202095348,0,OTHPER,0.004639,0.023180,0.008269,0.016761,0.287939,0.659212,0.000000,0.016949
202095353,0, DSCUT,0.421600,0.038612,0.117740,0.095403,0.027679,0.285827,0.013139,0.149425
202095355,0, Noise,0.000000,0.000236,0.000000,0.000060,0.838115,0.161590,0.000000,0.003344
202095362,0,  GDOR,0.001416,0.008677,0.001859,0.484319,0.124085,0.379600,0.000043,0.003344
202095371,0,OTHPER,0.000268,0.008625,0.000471,0.003032,0.295641,0.691964,0.000000,0.000000
202095373,0, Noise,0.000268,0.001465,0.000050,0.001098,0.814384,0.182736,0.000000,0.003344
202095374,0,OTHPER,0.000972,0.033121,0.001781,0.014616,0.346276,0.603168,0.000067,0.010101
202095375,0,OTHPER,0.002771,0.017213,0.000174,0.045914,0.403884,0.530044,0.000000,0.010101
202095376,0,OTHPER,0.000108,0.002804,0.000644,0.053146,0.118103,0.825195,0.000000,0.003344
202095377,0, Noise,0.000088,0.004121,0.000515,0.002291,0.571175,0.421811,0.000000,0.013514
202095380,0, Noise,0.000251,0.002753,0.000075,0.004315,0.786836,0.205440,0.000330,0.098901
202095384,0, Noise,0.004120,0.021877,0.000039,0.073936,0.457369,0.442659,0.000000,0.003344
202095390,0,OTHPER,0.000000,0.000667,0.000000,0.003048,0.043256,0.953029,0.000000,0.098901
202095393,0,OTHPER,0.000225,0.001651,0.000696,0.018331,0.284454,0.694643,0.000000,0.038062
202095394,0, Noise,0.000000,0.000418,0.000016,0.000135,0.769668,0.229763,0.000000,0.003344
202095399,0,OTHPER,0.007857,0.003615,0.019137,0.023426,0.090347,0.854968,0.000650,0.250000
202095403,0, Noise,0.000813,0.005636,0.000000,0.000765,0.872285,0.120501,0.000000,0.020408
202095407,0,OTHPER,0.000534,0.000623,0.000157,0.008600,0.403618,0.586468,0.000000,0.010101
202095408,0,OTHPER,0.005311,0.028868,0.006518,0.045457,0.237263,0.676583,0.000000,0.060071
202095412,0, Noise,0.001639,0.012249,0.001664,0.035520,0.674732,0.274084,0.000114,0.000000
202095414,0, DSCUT,0.679033,0.014232,0.040170,0.008428,0.108669,0.149310,0.000157,0.030928
202095418,0,OTHPER,0.000376,0.000952,0.000350,0.018869,0.160489,0.818965,0.000000,0.023891
202095430,0,OTHPER,0.001027,0.003294,0.001136,0.024659,0.171529,0.798354,0.000000,0.023891
202095431,0, Noise,0.000042,0.003115,0.000020,0.014467,0.603899,0.378456,0.000000,0.000000
202095434,0, Noise,0.000192,0.011312,0.000138,0.003862,0.593390,0.391106,0.000000,0.003344
202095436,0,OTHPER,0.000351,0.011657,0.006155,0.007051,0.221347,0.753306,0.000133,0.013514
202095437,0, Noise,0.009782,0.099010,0.014542,0.085020,0.506125,0.284878,0.000643,0.023891
202095441,0, Noise,0.001086,0.001573,0.000000,0.008755,0.645343,0.343244,0.000000,0.010101
202095442,0,OTHPER,0.000047,0.003804,0.001110,0.002590,0.406732,0.585717,0.000000,0.003344
202095448,0, DSCUT,0.759603,0.020732,0.013532,0.055628,0.086726,0.063146,0.000633,0.034483
202095452,0,OTHPER,0.000058,0.007190,0.001086,0.305204,0.225512,0.460950,0.000000,0.000000
202095453,0, Noise,0.163509,0.002206,0.002368,0.010324,0.508153,0.313376,0.000064,0.027397
202095458,0, Noise,0.000000,0.000455,0.000071,0.000091,0.845054,0.154330,0.000000,0.003344
202095461,0,OTHPER,0.001527,0.000678,0.001680,0.042314,0.182451,0.770947,0.000405,0.056338
202095466,0,  GDOR,0.001959,0.018279,0.005370,0.487489,0.098337,0.388458,0.000108,0.003344
202095467,0,OTHPER,0.001042,0.002101,0.001786,0.014983,0.385097,0.594824,0.000167,0.075269
202095469,0, Noise,0.000212,0.022721,0.000311,0.001276,0.499561,0.475918,0.000000,0.000000
202095472,0, Noise,0.000324,0.002967,0.000072,0.004690,0.726880,0.265067,0.000000,0.006711
202095473,0, Noise,0.000000,0.004272,0.000829,0.000983,0.838333,0.155584,0.000000,0.003344
202095475,0, Noise,0.005746,0.055485,0.002375,0.026191,0.544043,0.366161,0.000000,0.000000
202095483,0,OTHPER,0.006409,0.199991,0.036027,0.019715,0.368786,0.369016,0.000056,0.003344
202095484,0, Noise,0.000259,0.002807,0.000190,0.004954,0.727206,0.264584,0.000000,0.034483
202095485,0,OTHPER,0.001658,0.000981,0.007505,0.028251,0.095092,0.866447,0.000067,0.153846
202095502,0, Noise,0.000000,0.001090,0.000000,0.000857,0.889435,0.108617,0.000000,0.010101
202095505,0,OTHPER,0.001922,0.006274,0.002568,0.129121,0.182004,0.678063,0.000047,0.136364
202095506,0, Noise,0.000268,0.002115,0.000000,0.000557,0.873220,0.123840,0.000000,0.003344
202095516,0, Noise,0.000000,0.002407,0.000023,0.001370,0.810653,0.185548,0.000000,0.075269
202095520,0,OTHPER,0.002253,0.003500,0.008052,0.041652,0.061681,0.882740,0.000121,0.030928
202095532,0, Noise,0.000167,0.000548,0.000123,0.000874,0.652926,0.345363,0.000000,0.000000
